feature,mentions,sentiment
Enhancement,20,0.8105665555107407
Enjoyment,21,0.7461119894623629
Enter,14,0.6169330771413765
Enterprise,18,0.7900129634201423
Entertainment,86,0.7900109866752119
Enthusiast,35,0.8395362697100999
Entirety,7,0.6958895268617198
Entrance,12,0.6369585817228653
Entry,107,0.7011252403050926
Envelope,42,0.5353107308169239
Environment,194,0.6817491214367448
Envy,18,0.6781523884536809
Eos,30,0.8934483639820731
Epic,7,0.6652176309476739
Episode,25,0.6736180890188552
Epoxy,9,0.6800527182705183
Epson,45,0.4497379004741864
Equalizer,58,0.725675597209092
Equation,7,0.5719554382126911
Equipment,518,0.7072968441158314
Equipo,16,0.7059837549459189
Equivalent,22,0.6803927685568024
Era,36,0.6248087974747452
Erase,20,0.6591169235180132
Eraser,10,0.7321681317640468
Ereader,45,0.7051811820242114
Ergo,11,0.6081058677624572
Ergonomic,55,0.6365452834942102
Errand,6,0.6708153716754168
Error,595,0.349748859821245
Esa,6,0.15270154969766736
Esata,11,0.6958261932899901
Esc,7,0.2199207667394408
Escape,16,0.6339438522427372
Escort,19,0.42516143485830216
Escucha,11,0.5764241284288635
Escuchar,7,0.9290420067430075
Ese,9,0.7779240984495522
Eso,6,0.7153659259007933
Esp,9,0.9155644405465055
Esperaba,22,0.653058269304562
Essence,12,0.6895683039134989
Essential,33,0.8758107939749166
Essentials,7,0.9647833259701396
Esta,51,0.635850807437308
Estaba,9,0.6040799661487755
Estar,13,0.5371774288180929
Estate,39,0.7838545249900423
Este,44,0.6449592905641608
Estimate,17,0.5532277123420499
Esto,10,0.5973620688309893
Estoy,28,0.7575391757252093
Está,34,0.5354000347912969
Están,6,0.5252709253691137
Etc,43,0.6054525515771888
Etekcity,12,0.5944630237257419
Ethernet,336,0.648533911368867
Eufy,16,0.321168215610669
Euro,7,0.6443891689414158
Europe,81,0.6180761357317363
Evaluation,21,0.7532039988395159
Eve,15,0.7536261743924115
Evening,82,0.5640089979731384
Event,212,0.5494631042046473
Everyday,65,0.7394320639096594
Everytime,78,0.4033603311743205
Evga,31,0.7138722032654069
Evidence,41,0.3949615276253941
Evo,48,0.7981724292891764
Exact,9,0.23226848320660387
Exactly,6,0.678171027378994
Exaggeration,11,0.49945763074290217
Exam,6,0.24922248756047338
Examination,13,0.1377172073429952
Example,290,0.5925803964540105
Excel,35,0.7843072003443792
Excelent,31,0.9594350777634029
Excelente,148,0.9682930769928577
Excellent,121,0.9494974096350767
Exception,125,0.6747473661996773
Excess,14,0.7167064244006595
Exchange,142,0.3791775908297572
Excitement,17,0.3757394620333798
Excuse,40,0.33673016845496023
Execution,28,0.24506767772150592
Executive,8,0.38185022894140275
Exelente,9,0.9867940748679556
Exercise,89,0.6365552198535369
Exfat,12,0.4775147759598137
Exhaust,21,0.7956330524369454
Existence,14,0.5145561334876609
Existent,26,0.08085582767559502
Exit,22,0.5846076166225512
Expandability,7,0.7040028600354812
Expansion,61,0.7995640396147196
Expectancy,7,0.3527069592715374
Expectation,560,0.7907331623507942
Expectativas,8,0.9784874811884947
Expense,63,0.49817988970151794
Expensive,6,0.5562965092249215
Experience,1089,0.5743753177001912
Experiment,22,0.6540275607668181
Experimentation,13,0.6740405342738646
Expert,77,0.6381194215612229
Expertise,9,0.6171200154349208
Expiration,10,0.25992421424016354
Explanation,55,0.4870266237978781
Explorer,67,0.5850793045101454
Explosion,9,0.5105243362809738
Exposure,96,0.7576772427702659
Express,57,0.7414298764388628
Expression,8,0.6037654852625565
Expressscribe,8,0.8727238424266943
Ext,7,0.9965646188980567
Extended,7,0.6508494825435004
Extender,141,0.640824878018988
Extension,353,0.6925290501683817
Extent,33,0.5324417666883109
Extention,12,0.5325626725389156
Exterior,60,0.7217035687533401
External,33,0.6660980766764348
Extra,74,0.6910463380244855
Extras,43,0.850055959393801
Extreme,72,0.7194582245758485
Extremely,42,0.323065249787067
Eye,599,0.7340559884698833
Eyeglass,13,0.7434853360777757
Eyepiece,29,0.5769188585480403
Eyesight,10,0.5950597823364661
Eyesore,9,0.7327002269190012
Fabric,133,0.670745374871905
Face,289,0.6017289307788393
Facebook,59,0.5987318517596824
Faceplate,9,0.5946521051098697
Facetime,16,0.8515593579650158
Facil,12,0.8965864231189092
Facility,33,0.5947027477100577
Facing,11,0.6149393550797619
Fact,1223,0.6234018843385062
Factor,261,0.6985632028724722
Factory,481,0.5511884729945571
Fade,17,0.570761061660425
Fail,78,0.4614629430630325
Failure,295,0.3786673401668865
Fair,6,0.3626152475674947
Fairness,17,0.34256844351287274
Faith,31,0.5848365859522845
Fake,6,0.023803900248215843
Fall,123,0.5896662201922164
Falls,9,0.2219679151247773
Falta,12,0.5646373663524477
Family,655,0.8022263612226496
Fan,1193,0.6823127713471709
Fanatic,7,0.761028281541907
Fanboy,6,0.7560068870079704
Fantastic,55,0.87277869777324
Faq,26,0.3428279934361434
Far,10,0.8897129937424324
Farm,22,0.6838773836934706
Fashion,52,0.736054984455852
Fast,84,0.8687048757658756
Fastener,21,0.8058474824585053
Fat,21,0.6524215648297242
Fate,8,0.6304284050929709
Father,55,0.6257682146138077
Fatigue,26,0.8351353318356325
Fault,356,0.546230765256082
Faulty,8,0.1498398002004251
Fav,7,0.9919392596140304
Favor,97,0.41300534207185435
Favorite,68,0.820538451156501
Fax,20,0.609408896023524
Fcc,19,0.6765353352529928
Fear,74,0.7295483347507625
Feather,12,0.7961620219442315
Features,8,0.7603545216879866
Feb,34,0.3718902538787327
February,58,0.33675802021263795
Fedex,21,0.5242651448227532
Fee,225,0.3145732505835541
Feed,254,0.3486358453019492
Feedback,186,0.5601379935586558
Feeder,7,0.6302070709477577
Feel,426,0.7744510909695476
Feelcare,14,0.3412204112766111
Feeling,202,0.659262731170661
Fellow,6,0.20708622618500763
Felt,8,0.570347212429624
Female,21,0.634163987993296
Fence,64,0.8846242526842047
Fenix,18,0.6038658062057544
Ferrite,6,0.6019625608071996
Festival,7,0.8001403333868699
Fhd,7,0.7088345748405638
Fiance,15,0.5128723644884303
Fiancé,17,0.7703692421003806
Fiber,104,0.7065873019756299
Fiddling,15,0.7005258960882201
Fidelity,45,0.6561165626807552
Field,212,0.7196351093795939
Fight,17,0.6518269029569209
Figure,46,0.4841599103687179
Fiio,13,0.8839426368358545
File,1086,0.607614662814971
Filesystem,7,0.4353255710198677
Filing,6,0.5789879658647502
Fill,28,0.6773790781028636
Filler,9,0.7956699334188468
Film,229,0.6361501557332708
Filming,19,0.6735586770948047
Filter,327,0.7288182728333726
Filtering,14,0.7622627653680476
Fin,17,0.654943517587312
Final,15,0.5344492599756147
Finally,22,0.5221236048008987
Find,56,0.7227717685519954
Finder,43,0.656024210383103
Finding,8,0.6489445617771707
Fine,198,0.6197086979068858
Finepix,10,0.6695229575983831
Finger,418,0.6051478303655623
Fingernail,20,0.666525908390031
Fingerprint,132,0.6909604851425133
Fingertip,20,0.7616631707613124
Finicky,30,0.6193647412660842
Finish,234,0.7755512903839221
Finishing,6,0.585513238911517
Fintie,20,0.9008153743096046
Fio,6,0.6955641344150839
Fios,22,0.7254170489256715
Fir,18,0.771399962093306
Fire,688,0.6215839700864075
Firefox,21,0.4476036955824211
Fireplace,16,0.8531986576372219
Fires,11,0.523795494322919
Firestick,59,0.7151531699770604
Firetv,12,0.6939985114865218
Firewall,46,0.6536000011939272
Firewire,32,0.8189615140240676
Firework,6,0.7095363169598082
Firing,6,0.5444136317043254
Firm,20,0.5952752409226377
Firmware,562,0.41744877949981546
Fish,45,0.6266571417328022
Fisheye,10,0.7410579558054451
Fishing,24,0.7554376022599172
Fist,7,0.5334767685354953
Fit,1466,0.8063478580941313
Fitbit,207,0.6289499517504051
Fitment,18,0.7524961819193171
Fitness,46,0.7691452278098871
Fitting,62,0.6553498122917635
Fix,250,0.44999128826145895
Fixture,17,0.8175134161694373
Flac,12,0.8480941486777738
Flag,29,0.23112725577285065
Flagship,10,0.6265576644946123
Flame,14,0.7327513568286251
Flange,7,0.6606393292895518
Flap,137,0.6285595074976857
Flare,25,0.8556727220164612
Flash,751,0.6422420118808547
Flashdrive,16,0.566792201867429
Flashing,14,0.4592470161067987
Flashlight,57,0.7178676794561365
Flask,26,0.6717620204916994
Flat,24,0.7706072794917418
Flaw,315,0.4523548367443413
Flawless,23,0.9079925473931286
Flex,44,0.7151377255001783
Flexibility,136,0.8495602206511488
Flick,16,0.6875898301550478
Flicker,20,0.3541457244689809
Flickering,30,0.4101785888517043
Flickr,6,0.6341830617263137
Flight,120,0.7551389188568768
Flimsy,20,0.2838566329213791
Flip,53,0.7505407648848563
Float,14,0.8240230945874438
Flood,16,0.666377022920642
Floor,433,0.7030801360245217
Flop,13,0.37911861644198114
Florida,49,0.7690340191160319
Flow,65,0.7770422059769492
Flower,40,0.8450026299895399
Fluctuate,6,0.5841744840727188
Fluctuation,8,0.6889437462450587
Fluid,21,0.507110134236947
Fluke,47,0.2802406076658913
Fluorescent,6,0.3596921817515977
Flush,19,0.5393981580058799
Fly,48,0.7879310038509478
Foam,145,0.6154994038467553
Fob,25,0.6102235463439137
Focus,389,0.6204342860360028
Focusing,7,0.4076070041462247
Fog,14,0.4920931428288376
Foil,7,0.6834052742093003
Fold,56,0.622506135990469
Folder,156,0.6531113809404325
Folding,43,0.6315120306850118
Folio,41,0.6093585264381722
Folk,161,0.6197140277328562
Follow,32,0.7961448107616889
Following,29,0.5869199939429407
Font,59,0.6144749948232517
Food,76,0.8196259187873358
Fool,33,0.543769388384438
Foot,1279,0.6205890881765278
Footage,149,0.4506474774881288
Football,32,0.7860857147243223
Footer,10,0.7038224136922508
Footprint,55,0.8174858182650165
Foray,7,0.7216214207499954
Force,144,0.5244410474479082
Ford,54,0.7028086331287071
Foreground,6,0.6075724428907657
Forerunner,7,0.9923710168056589
Forget,6,0.5293976950633805
Form,308,0.6335622091232422
Forma,9,0.35164048648180646
Format,253,0.7027984027434847
Formatting,15,0.5884652049290404
Formula,6,0.9021716451194758
Forth,9,0.4586795942814206
Fortnite,9,0.7162914103310969
Fortune,43,0.618933646967445
Forum,139,0.40833005581011117
Forward,20,0.6449094786788919
Forwarding,25,0.7035302743362263
Foscam,32,0.6392635460051679
Fosgate,12,0.6958671845325929
Foto,10,0.5147136054234579
Fotodiox,9,0.26493499752056476
Founder,7,0.8753601540478745
Fourth,6,0.7206363071066638
Fov,9,0.6874138310215332
Fox,34,0.6496371166313646
Fps,55,0.7549304558310805
Fpv,12,0.8066619199332005
Fraction,101,0.7925765404504658
Frame,523,0.6022142742873278
Frameo,8,0.6421365805781534
France,17,0.7700304954384646
Francisco,12,0.49579637825324124
Fraud,12,0.03482260436673338
Fraying,8,0.9048110678777448
Freak,16,0.808264651477657
Freakin,6,0.6649148079498749
Freaking,8,0.5010131994949916
Free,27,0.757211305256836
Freedom,44,0.8872083791715837
Freesync,15,0.7928513674162484
Freetime,19,0.43698640646547765
Freeway,11,0.6289470494031609
Freeze,24,0.5166444637094779
Freezer,43,0.9166255302011133
Freezing,17,0.6264797511616694
Freight,11,0.559713020497425
Freq,12,0.782296334427277
Frequency,286,0.6679091385526112
Friction,47,0.5108481663021636
Friday,70,0.6431475811527759
Fridge,29,0.8148539608072466
Friend,946,0.7778898301442517
Friendliness,6,0.6782258025583966
Frill,31,0.8852165431880783
Fringe,7,0.6413875431920003
Fritz,7,0.35006313342663425
Fro,6,0.6694400032671789
Fron,6,0.7973466465676514
Front,15,0.8456359551336694
Frontier,7,0.5465979712774113
Froze,7,0.17660458590502717
Frs,9,0.8371580088375291
Fruit,6,0.7220965830880838
Frustrating,6,0.2397480763029307
Frustration,152,0.36066808503548936
Fry,16,0.4713371990737869
Fryer,8,0.8699627629757742
Ftdi,12,0.6018318155693123
Ftp,21,0.6626191328264429
Fue,30,0.5709076850519826
Fuel,13,0.8570110280371199
Fuera,6,0.8084051585756242
Fuji,45,0.7468065943979633
Fujifilm,23,0.5401133936753942
Fumbling,8,0.9733491369079275
Fun,253,0.8128624713213083
Funciona,66,0.7017782789083536
Funcionan,11,0.5932771282439883
Funcionando,6,0.6296822807053104
Funcionar,10,0.2985914969816804
Funcione,11,0.6935137867588889
Funcionó,10,0.4012165567313787
Función,11,0.6516422286354513
Function,1096,0.640001409529288
Functional,10,0.8367159697809257
Functionality,400,0.6388770599538021
Functioning,10,0.5871226324117742
Funda,7,0.8557444132997521
Funny,7,0.3076635942894167
Funtion,7,0.6808755792278264
Fur,23,0.748316832162622
Furniture,37,0.7874371052107686
Furrion,7,0.9052343338428598
Fuse,69,0.5307096567555782
Fusion,15,0.895684689489038
Fuss,42,0.797876972968273
Future,380,0.7636669972010695
Fuzz,15,0.5072687789564952
Fyi,61,0.6761023813288957
Fácil,56,0.9309082522865667
Gadget,162,0.8115877230386194
Gain,76,0.6602223520868918
Gal,10,0.7205524290679023
Galaxy,495,0.5854122880467618
Gallery,14,0.8158846123676214
Galore,10,0.7422784264228539
Gamble,23,0.7145148515207794
Game,994,0.7380556531287193
Gameplay,18,0.785032357014845
Gamer,140,0.7929607374365982
Games,19,0.7860707093763937
Gaming,659,0.807318622578738
Gamma,10,0.6719233826705022
Gamut,6,0.7988813855093516
Gap,140,0.4958942737195425
Garage,289,0.6832633837627506
Garbage,536,0.1015820875915928
Garden,27,0.8141489725600911
Garmin,295,0.6483578162557486
Garmins,7,0.39660599708024946
Gas,57,0.5965921216162602
Gasket,21,0.4655520025241588
Gate,30,0.7437671624480572
Gateway,33,0.7409726569669808
Gathering,16,0.5430332752930553
Gauge,77,0.6714311462048216
Gbps,13,0.6762011662716619
Gbs,9,0.6739258529075111
Gear,269,0.7679036590070812
Gee,6,0.7193271122038519
Geek,56,0.5926921252991763
Geforce,19,0.804955421317381
Gel,38,0.7336571537738277
Gem,58,0.9290245132062158
Gen,178,0.6213894083013881
Gender,6,0.8539246687566143
General,26,0.676990015400896
Generation,259,0.6342826799745438
Generator,19,0.738198426956507
Generic,11,0.6586923435203392
Genial,7,0.9798965793535379
Genie,27,0.6682065417063078
Genius,37,0.77582863833723
Genre,17,0.7247795649626128
Gentleman,10,0.7234011841705069
Genuine,6,0.19141343395070484
Germany,25,0.7360079495504033
Gesture,16,0.8777482472596603
Getting,67,0.8514944317734561
Gfci,15,0.987077185662929
Gfi,7,0.9005518641455897
Ghost,46,0.5030908000721273
Ghosting,15,0.7873584931968556
Ghz,147,0.6558446489307862
Giant,7,0.5470584866125137
Gift,1120,0.7479114130538717
Gig,116,0.8038320058997136
Gigabit,77,0.6913925027672251
Gigabyte,59,0.6670331474800814
Gimbal,28,0.5934128716024654
Gimmick,35,0.47666130974789017
Gimmicky,10,0.4987200549803674
Girl,88,0.8209132946488932
Girlfriend,65,0.8046000614541788
Giveaway,6,0.5828716158333312
Gizmo,13,0.6593133942705418
Glad,94,0.8598199229342386
Glance,44,0.6793120800400423
Glare,178,0.6925187493227108
Glass,527,0.6560412409897847
Glide,15,0.7080055587847407
Glitch,114,0.515810740835788
Glitchy,7,0.24538271791035576
Glitter,20,0.7572186814184534
Glittery,6,0.6621323998163765
Gloss,10,0.9153470957819081
Glove,156,0.918252222910572
Glovebox,7,0.641258975890066
Glow,42,0.8344720276973454
Glue,133,0.4494364552486065
Gmail,11,0.418834243350747
Gmrs,17,0.7215987671892542
Go,19,0.41639942343662323
Goal,48,0.7211234805339094
God,108,0.5367847781641036
Godox,18,0.6069966637814004
Godsend,9,0.962776883033156
Gogroove,6,0.5955868232473828
Going,7,0.5313593321646165
Gold,205,0.7343584377099277
Golf,66,0.7878371322012478
Goo,6,0.4051242613156016
Good,368,0.6677059798585698
Goodbye,12,0.623577009871345
Goodness,50,0.6431361258751713
Goodwill,10,0.2565201688325033
Goody,18,0.7196672869152584
Goofy,12,0.8348502754718842
Google,388,0.5225891838723965
Googling,10,0.3834979090606794
Gooseneck,6,0.349436303814097
Gopro,248,0.689954704003955
Gopros,6,0.40073861757021706
Gorilla,20,0.771310505468864
Gorillapod,21,0.5413825408811265
Got,11,0.3275143060494553
Goto,8,0.9707963598921197
Gouge,6,0.5317129329002152
Government,8,0.6515577522441163
Gpio,11,0.741454699171961
Gps,410,0.6534566006792596
Gpu,110,0.7046856242421861
Grab,23,0.6164990835297984
Graba,7,0.3065626598628504
Grabber,7,0.7917578859529125
Grace,12,0.23778220159389699
Gracia,11,0.9004166365643456
Gracias,12,0.9706762368732598
Grade,113,0.7170796042332164
Grado,7,0.685046071544223
Graduation,17,0.8239136991555022
Grain,28,0.5667025427672863
Grainy,49,0.44523877618069363
Gram,12,0.7466848621358319
Grammar,6,0.1969048959047844
Gran,12,0.8371028524124995
Grand,28,0.8822500969371114
Grandchild,28,0.7729649871803953
Granddaughter,136,0.8170106211656168
Grandkid,43,0.7777966514113359
Grandma,22,0.6423317857102533
Grandmother,12,0.6802808418360655
Grandpa,6,0.8438997083479384
Grandparent,26,0.6498567882696918
Grandson,148,0.7931430239791429
Graph,11,0.7038183962947435
Graphic,236,0.7314965473896783
Graphics,12,0.9404916391407218
Grasp,11,0.5234120127385143
Grass,25,0.7000641099293716
Grate,15,0.8169688747109224
Gratification,6,0.9227574177396795
Gratis,6,0.7172517227008939
Gravity,29,0.6510444919193357
Gray,27,0.6754293086867418
Grease,20,0.5113875304537941
Greasy,8,0.5060013549373252
Great,297,0.9137980984517033
Greatness,6,0.8296844918901721
Greed,9,0.24433665738130608
Green,108,0.56856013185488
Grey,61,0.7300995605395149
Grid,43,0.6392618964357183
Grief,23,0.37798400407052174
Griffin,22,0.5312484450412078
Grill,31,0.7355245404131335
Grime,6,0.875908441511759
Grip,377,0.747271657290913
Gripe,136,0.7991928535769629
Griptight,8,0.30367741146255867
Grit,7,0.5902080707019195
Grocery,21,0.6807536235262107
Grommet,24,0.6017629466271804
Groove,44,0.5790256898445395
Ground,197,0.6851583742298012
Grounding,6,0.4776772500190418
Group,102,0.6694454967388332
Gsync,8,0.9381961998951738
Gta,7,0.9310342655392431
Gtx,33,0.8775875478708203
Guage,7,0.9306340044890281
Guarantee,59,0.5083681370168175
Guard,44,0.6342466207629927
Guardar,8,0.7588892336243589
Guess,41,0.4083080400021395
Guesswork,6,0.531281360129166
Guest,145,0.7025965616660963
Gui,39,0.7055534680809777
Guidance,17,0.6037610363324776
Guide,137,0.6512375429171107
Guideline,6,0.5269440819877976
Guitar,43,0.6549437295689131
Gum,6,0.6523314300187243
Gun,34,0.7954142091317301
Gunk,8,0.4386466698779259
Guru,18,0.5169002639951132
Gust,7,0.33478711219504476
Gusta,11,0.8627390115818178
Gusto,16,0.7674693472217768
Gustó,10,0.6965216101380065
Gut,19,0.36487330382959426
Gutter,7,0.5748341241851449
Guy,469,0.6664376870071184
Gym,211,0.8003526097488735
Habit,47,0.6104456446235108
Hace,23,0.6364279782662735
Hacer,15,0.48288558785182734
Hack,9,0.6299825659953058
Hacker,11,0.6242649414978753
Haf,9,0.7435300948305262
Haha,43,0.7851599365096136
Hahaha,7,0.5227807034804884
Hair,178,0.6281248923231523
Hairdryer,8,0.6086432443516969
Half,607,0.4207693622067031
Hall,20,0.597631247517711
Halloween,13,0.7808449923132474
Hallway,23,0.6728426312911324
Halo,12,0.8156200809171423
Ham,61,0.8508516226281587
Hammer,19,0.40029042867919135
Han,6,0.5102142583637033
Hand,1588,0.7119294712168083
Handbag,14,0.84336797389655
Handful,42,0.47216451847773333
Handheld,17,0.9344884647220811
Handle,318,0.7449595132281541
Handlebar,18,0.8025242802824424
Handling,46,0.6976000568285362
Hands,6,0.9945227392890956
Handset,25,0.8139777957461775
Handshake,7,0.6341200770943293
Handwriting,6,0.8498346946629075
Handy,14,0.971514292152798
Handycam,6,0.8712963485207487
Hang,49,0.7504313160767494
Hanger,16,0.7310958382422541
Hanging,7,0.8367903730748887
Happening,9,0.3226213453777341
Happy,22,0.7131746617669705
Hard,76,0.5775897402234381
Harddrive,17,0.7516537073602462
Hardrive,7,0.47150660708679687
Hardware,542,0.5682238654992899
Harley,10,0.8764658596075605
Harm,10,0.6756417326629162
Harman,6,0.5646179330845674
Harmon,9,0.7563481096068345
Harmony,30,0.7784336416016837
Harness,85,0.6807746434444732
Hassel,7,0.38564802205655724
Hassle,354,0.4600672858210128
Hasta,26,0.683510989716384
Hat,53,0.7194791625806829
Hatch,9,0.7904360350609446
Hate,17,0.42793291609268636
Haul,9,0.9126746401371848
Hauppauge,15,0.44618899749281504
Hawaii,16,0.7053537818082987
Hay,33,0.48666323537966516
Haywire,8,0.31021509192942176
Hazard,34,0.4316040976833285
Haze,11,0.5747019639662043
Hbo,13,0.8012319765537261
Hd,804,0.7480311246089518
Hdcp,12,0.7382839356893479
Hdd,193,0.7205620180731616
Hdmi,986,0.6605449882540809
Hdr,50,0.7845430252008373
Hdtv,104,0.7728736258931559
Hdx,11,0.5389622935617808
Head,1111,0.6227404130166148
Headache,135,0.33005440341798087
Headband,86,0.5372837123083395
Header,55,0.7895313907999397
Heading,7,0.3979832176119089
Headlight,23,0.4251457875918435
Headline,25,0.5279788680234924
Headphone,2347,0.6482859304846725
Headphones,43,0.6902496052417244
Headroom,8,0.894838581147269
Headset,799,0.5918995053945629
Headunit,6,0.6106908947015958
Health,44,0.6662661968820306
Heap,9,0.3382526196041403
Hear,8,0.6770880507174297
Hearing,79,0.7194110988692713
Heart,120,0.6341314524531602
Heartbeat,35,0.786720560818711
Heat,282,0.7130200028641283
Heater,18,0.7184641925317313
Heating,41,0.7025617484160183
Heatsink,57,0.6814750489743586
Heaven,32,0.6912877699398905
Heavy,25,0.7611648192629218
Heck,61,0.588579990253612
Heel,10,0.6756127104919869
Heft,19,0.8669068669057053
Height,322,0.7759843887344788
Hell,90,0.4770635815201482
Hello,6,0.6287261228232334
Helmet,26,0.8374437921984981
Help,561,0.4313795349982502
Helper,8,0.8333569113019621
Hero,58,0.6974598644956131
Hertz,6,0.7910355015289193
Hesh,21,0.9028254648673326
Hesitation,44,0.8822126828181354
Hex,28,0.6711074229315273
Hibernation,10,0.531958430618397
Hiccup,47,0.8647567041248004
Hiding,6,0.760546176500308
Hifi,10,0.8480605528573506
High,207,0.7414567483762551
Highlander,7,0.6717464860079677
Highlight,14,0.7187797422120639
Highly,33,0.8822483943470367
Hight,11,0.9371195662983651
Highway,59,0.6289549610815287
Hike,36,0.7878120687560618
Hiking,44,0.8591412835443903
Hikvision,17,0.6183821233391749
Hill,35,0.5839196281940011
Hindsight,19,0.5549855797664924
Hinge,132,0.6129377205539971
Hint,36,0.5625000884210749
Hip,29,0.7705597869890284
Hisense,8,0.6876475177923567
Hiss,34,0.5271902376364724
History,68,0.528615110897483
Hit,92,0.7093530362250496
Hitachi,16,0.48656490271241637
Hitch,49,0.8994559468618328
Hmdi,6,0.39670582589072484
Hmmm,13,0.4409588315891317
Hobby,32,0.8251092885820981
Hobbyist,12,0.874447524023708
Hockey,11,0.6811407241038978
Hog,15,0.7525098975670214
Hold,171,0.38144683682925495
Holder,512,0.722096487052795
Holding,19,0.6989263975073731
Hole,670,0.5832207756883351
Holiday,68,0.6077267464034402
Holster,9,0.6026873072712786
Holy,8,0.6709225380127464
Home,2349,0.696290640020109
Homepage,6,0.42879341637793306
Homework,45,0.6705081793696284
Honda,46,0.756609916679894
Honesty,17,0.5313120466205018
Honeycomb,6,0.8066019504816117
Honeymoon,6,0.5037585659883916
Hong,14,0.7318757511716935
Honor,8,0.1909365491810604
Hood,130,0.6877622929349085
Hook,181,0.7022286255594545
Hooked,9,0.6654024736199062
Hookup,59,0.7993343756289983
Hoop,32,0.36802173323849274
Hop,15,0.8441816195263527
Hope,325,0.36117687127199205
Hoping,8,0.2908379000145942
Hopper,6,0.7226512332514782
Hora,8,0.6332802624674514
Horizon,10,0.7387053560290952
Horizontal,10,0.733517410614877
Horrible,34,0.11846486897625522
Horrid,11,0.2734325726844624
Horror,19,0.571565041854659
Horse,20,0.7306174799443397
Hosa,6,0.20491935954972482
Hose,27,0.6273855527090038
Hospital,21,0.6912240804612382
Host,14,0.5915717932262591
Hostage,6,0.0953381898580119
Hot,16,0.4581820067242006
Hotel,86,0.8014982851070885
Hotkey,6,0.5378487594813729
Hotshoe,14,0.7270320199459093
Hotspot,32,0.6174548839871932
Hour,2612,0.4697866936809624
Hours,10,0.21320791998878122
House,1617,0.6960229884799498
Household,56,0.6849291885009734
Housing,174,0.5115851446891778
Houston,6,0.9964064131830431
Hoya,6,0.9730065268401328
Hq,7,0.600071640626993
Hr,7,0.4606407169984387
Hrm,6,0.6916369032114744
Hrs,75,0.4993895190620484
Htc,27,0.5312865906593355
Htpc,23,0.7902289847501696
Http,12,0.4881324810194201
Hub,468,0.6283850215971757
Hubby,38,0.8940626705941548
Hue,27,0.619190683649827
Huge,12,0.46167930238395155
Huh,8,0.48158856574355013
Huion,6,0.2905654801676671
Hulu,49,0.6764264157138722
Hum,51,0.5849369914817633
Human,32,0.4543232266796622
Humidity,11,0.43536353996023536
Humming,10,0.6508880929075531
Hundred,151,0.6374885003123508
Hung,8,0.6817369301734288
Hunk,12,0.14299481292255223
Hunt,34,0.572740940749474
Hunter,7,0.624859489683461
Hunting,31,0.6909837728702358
Hurricane,21,0.9419410448781924
Hurry,25,0.7840119823499117
Husband,657,0.7771556168534868
Hybrid,12,0.7396415072386541
Hydro,29,0.6095887417724388
Hydroflask,11,0.6210951046801214
Hype,33,0.48623937496626185
Hyper,36,0.8735310954458934
Hyundai,9,0.687576072769136
Iam,7,0.8743075805416863
Ibm,11,0.6583474544141527
Ice,35,0.8472813976440063
Iceland,8,0.8139962168934289
Icom,8,0.6376507926324848
Icon,122,0.5327578715763682
Ide,22,0.5638473118795612
Idea,750,0.48663370281963336
Ideal,18,0.8816864014030822
Ideapad,15,0.6232042281267544
Identification,12,0.8499828236575316
Idiot,24,0.4326575828915035
Idk,38,0.44777562535110566
Idle,15,0.607486039706661
Iem,24,0.7571558695080967
Iems,9,0.716399700096291
Ifi,15,0.8565836559399032
Ifttt,10,0.37407762759830804
Ignition,16,0.637480753557611
Ihome,12,0.3755075591749725
Ikea,11,0.7812342481920496
Ill,22,0.42741165724477137
Illumination,26,0.6863442236588946
Illuminator,7,0.6146789130954338
Illusion,7,0.6582213878531807
Illustration,20,0.702892849833006
Illustrator,8,0.8875763830910728
Imac,110,0.65435323498102
Image,1112,0.6027263649615399
Imagen,38,0.6916480763711182
Imagination,12,0.7250138417851607
Imaging,20,0.7598885747582245
Imbalance,6,0.5138674140713798
Imho,31,0.7187788163202875
Imitation,13,0.4028512209300131
Immersion,7,0.5202512973753203
Imo,6,0.6041411196929403
Imovie,7,0.8799238486348518
Impact,67,0.6688601889879071
Impedance,8,0.9907166782395507
Imperfection,27,0.5872099849673558
Implementation,32,0.372729715960304
Import,13,0.6009349922667473
Importance,14,0.5980170150620064
Important,9,0.7975318679810799
Impress,10,0.8411310403986135
Impression,134,0.6100681517048393
Improvement,407,0.6933525770503296
In,38,0.6570728026842851
Inability,41,0.4318000435596332
Inactivity,11,0.34913394424471667
Inateck,6,0.8579548937462581
Inc,8,0.5055195778550114
Incase,16,0.9274112810307997
Incentive,10,0.8301001021638512
Inch,910,0.6551670890499836
Incident,48,0.46441652359741664
Incipio,7,0.8048631682800728
Inclination,6,0.5779180215516438
Inclusion,18,0.8777818663640775
Income,11,0.5639485898004337
Incompatibility,17,0.41806241385433274
Incompetence,6,0.2640335424997223
Inconsistency,12,0.26974762716175366
Inconvenience,69,0.5636212286871328
Inconvenient,9,0.6636633068814667
Increase,72,0.7476381960820314
Increment,18,0.523141533188108
Indent,9,0.42383586391224526
Indentation,12,0.6023634575667529
Index,41,0.763073584552153
India,24,0.26246899569620535
Indiana,6,0.7993957786432778
Indication,60,0.492080832318364
Indicator,196,0.5333277621276855
Individual,19,0.5939855422061795
Indoor,159,0.6350631216290759
Industry,54,0.6394049430391869
